Timestamp (ms),F_RPM_PRIM,F_GPS_SPEED
12967,0.0,0.02
12977,0.0,0.02
12987,0.0,0.02
13002,0.0,0.02
13012,0.0,0.02
13025,0.0,0.02
13035,0.0,0.02
13045,0.0,0.02
13055,0.0,0.02
13065,0.0,0.02
13078,0.0,0.02
13088,0.0,0.02
13098,0.0,0.02
13110,0.0,0.02
13120,0.0,0.02
13130,0.0,0.02
13142,0.0,0.02
13152,0.0,0.02
13162,0.0,0.02
13174,0.0,0.02
13184,0.0,0.02
13198,0.0,0.02
13208,0.0,0.02
13218,0.0,0.02
13228,0.0,0.02
13241,0.0,0.02
13241,0.0,0.02
13258,0.0,0.02
13268,0.0,0.02
13279,0.0,0.02
13289,0.0,0.02
13302,0.0,0.02
13312,0.0,0.02
13322,0.0,0.02
13332,0.0,0.02
13342,0.0,0.02
13354,0.0,0.02
13370,0.0,0.02
13384,0.0,0.02
13394,0.0,0.02
13404,0.0,0.02
13415,0.0,0.02
13425,0.0,0.02
13435,0.0,0.02
13446,0.0,0.02
13456,0.0,0.02
13466,0.0,0.02
13477,0.0,0.02
13492,0.0,0.02
13506,0.0,0.02
13516,0.0,0.02
13526,0.0,0.02
13536,0.0,0.02
13546,0.0,0.02
13556,0.0,0.02
13567,0.0,0.02
13577,0.0,0.02
13587,0.0,0.02
13597,0.0,0.02
13607,0.0,0.02
13617,0.0,0.02
13628,0.0,0.02
13638,0.0,0.02
13648,0.0,0.02
13658,0.0,0.02
13668,0.0,0.02
13678,0.0,0.02
13688,0.0,0.02
13698,0.0,0.02
13708,0.0,0.02
13718,0.0,0.02
13728,0.0,0.02
13738,0.0,0.02
13749,0.0,0.02
13759,0.0,0.02
13769,0.0,0.02
13779,0.0,0.02
13789,0.0,0.02
13799,0.0,0.02
13810,0.0,0.02
13820,0.0,0.02
13830,0.0,0.02
13840,0.0,0.02
13850,0.0,0.02
13860,0.0,0.02
13870,0.0,0.02
13880,0.0,0.02
13890,0.0,0.02
13901,0.0,0.02
13911,0.0,0.02
13923,0.0,0.02
13933,0.0,0.02
13943,0.0,0.02
13953,0.0,0.02
13963,0.0,0.02
13976,0.0,0.02
13986,0.0,0.02
13996,0.0,0.02
14006,0.0,0.02
14016,0.0,0.02
14026,0.0,0.02
14036,0.0,0.02
14046,0.0,0.02
14058,0.0,0.02
14068,0.0,0.02
14078,0.0,0.02
14088,0.0,0.02
14104,0.0,0.02
14117,0.0,0.02
14127,0.0,0.02
14140,0.0,0.02
14150,0.0,0.02
14160,0.0,0.02
14170,0.0,0.02
14180,0.0,0.02
14194,0.0,0.02
14204,0.0,0.02
14214,0.0,0.02
14224,0.0,0.02
14234,0.0,0.02
14244,0.0,0.02
14254,0.0,0.02
14264,0.0,0.02
14274,0.0,0.02
14284,0.0,0.02
14294,0.0,0.02
14304,0.0,0.02
14315,0.0,0.02
14330,0.0,0.02
14330,0.0,0.02
14344,0.0,0.02
14354,0.0,0.02
14367,0.0,0.02
14377,0.0,0.02
14390,0.0,0.02
14400,0.0,0.02
14410,0.0,0.02
14421,0.0,0.02
14431,0.0,0.02
14444,0.0,0.02
14454,0.0,0.02
14464,0.0,0.02
14475,0.0,0.02
14485,0.0,0.02
14506,0.0,0.02
14516,0.0,0.02
14526,0.0,0.02
14537,0.0,0.02
14547,0.0,0.02
14560,0.0,0.02
14570,0.0,0.02
14580,0.0,0.02
14590,0.0,0.02
14600,0.0,0.02
14612,0.0,0.02
14622,0.0,0.02
14632,0.0,0.02
14642,0.0,0.02
14652,0.0,0.02
14664,0.0,0.02
14674,0.0,0.02
14684,0.0,0.02
14694,0.0,0.02
14704,0.0,0.02
14717,0.0,0.02
14733,0.0,0.02
14746,0.0,0.02
14756,0.0,0.02
14766,0.0,0.02
14778,0.0,0.02
14788,0.0,0.02
14798,0.0,0.02
14808,0.0,0.02
14818,0.0,0.02
14828,0.0,0.02
14838,0.0,0.02
14848,0.0,0.02
14858,0.0,0.02
14869,0.0,0.02
14879,0.0,0.02
14889,0.0,0.02
14899,0.0,0.02
14909,0.0,0.02
14919,0.0,0.02
14930,0.0,0.02
14940,0.0,0.02
14950,0.0,0.020384615384615386
14960,0.0,0.021346153846153848
14970,0.0,0.022307692307692306
14980,0.0,0.023269230769230768
14990,0.0,0.02423076923076923
15000,0.0,0.02519230769230769
15010,0.0,0.026153846153846153
15020,0.0,0.027115384615384614
15036,0.0,0.028653846153846155
15050,0.0,0.03
15060,0.0,0.03
15070,0.0,0.03
15080,0.0,0.03
15090,0.0,0.03
15111,0.0,0.03
15121,0.0,0.03
15131,0.0,0.03
15142,0.0,0.03
15152,0.0,0.03
15162,0.0,0.03
15172,0.0,0.03
15182,0.0,0.03
15192,0.0,0.03
15202,0.0,0.03
15212,0.0,0.03
15222,0.0,0.03
15232,0.0,0.03
15242,0.0,0.03
15252,0.0,0.03
15263,0.0,0.03
15273,0.0,0.03
15283,0.0,0.03
15293,0.0,0.03
15303,0.0,0.03
15313,0.0,0.03
15323,0.0,0.03
15333,0.0,0.03
15348,0.0,0.03
15358,0.0,0.03
15368,0.0,0.03
15378,0.0,0.03
15388,0.0,0.03
15401,0.0,0.03
15411,0.0,0.03
15421,0.0,0.03
15436,0.0,0.03
15446,0.0,0.03
15458,0.0,0.03
15468,0.0,0.03
15478,0.0,0.03
15488,0.0,0.03
15498,0.0,0.03
15511,0.0,0.03
15521,0.0,0.03
15531,0.0,0.03
15542,0.0,0.03
15552,0.0,0.03
15562,0.0,0.03
15574,0.0,0.03
15584,0.0,0.03
15594,0.0,0.03
15614,0.0,0.03
15624,0.0,0.03
15635,0.0,0.03
15645,0.0,0.03
15655,0.0,0.03
15666,0.0,0.03
15676,0.0,0.03
15686,0.0,0.03
15697,0.0,0.03
15707,0.0,0.03
15717,0.0,0.03
15727,0.0,0.03
15737,0.0,0.03
15747,0.0,0.03
15757,0.0,0.03
15767,0.0,0.03
15777,0.0,0.03
15787,0.0,0.03
15797,0.0,0.03
15807,0.0,0.03
15817,0.0,0.03
15827,0.0,0.03
15837,0.0,0.03
15848,0.0,0.03
15858,0.0,0.03
15868,0.0,0.03
15878,0.0,0.03
15888,0.0,0.03
15898,0.0,0.03
15908,0.0,0.03
15918,0.0,0.03
15928,0.0,0.03
15938,0.0,0.03
15948,0.0,0.03
15958,0.0,0.03
15969,0.0,0.03
15979,0.0,0.03
15989,0.0,0.03
15999,0.0,0.03
16009,0.0,0.03
16019,0.0,0.03
16029,0.0,0.03
16045,0.0,0.03
16057,0.0,0.03
16067,0.0,0.03
16077,0.0,0.03
16089,0.0,0.03
16099,0.0,0.03
16109,0.0,0.03
16120,0.0,0.03
16130,0.0,0.03
16140,0.0,0.03
16151,0.0,0.03
16161,0.0,0.03
16171,0.0,0.03019417475728155
16181,0.0,0.03116504854368932
16191,0.0,0.032135922330097086
16201,0.0,0.033106796116504855
16211,0.0,0.034077669902912625
16221,0.0,0.03504854368932039
16231,0.0,0.036019417475728156
16241,0.0,0.036990291262135926
16251,0.0,0.03796116504854369
16261,0.0,0.03893203883495146
16272,0.0,0.04
16282,0.0,0.04
16292,0.0,0.04
16302,0.0,0.04
16312,0.0,0.04
16322,0.0,0.04
16332,0.0,0.04
16342,0.0,0.04
16352,0.0,0.04
16362,0.0,0.04
16372,0.0,0.04
16387,0.0,0.04
16397,0.0,0.04
16407,0.0,0.04
16417,0.0,0.04
16427,0.0,0.04
16440,0.0,0.04
16450,0.0,0.04
16460,0.0,0.04
16471,0.0,0.04
16481,0.0,0.04
16491,0.0,0.04
16503,0.0,0.04
16513,0.0,0.04
16523,0.0,0.04
16534,0.0,0.04
16550,0.0,0.04
16564,0.0,0.04
16574,0.0,0.04
16595,0.0,0.04
16605,0.0,0.04
16615,0.0,0.04
16625,0.0,0.04
16635,0.0,0.04
16645,0.0,0.04
16655,0.0,0.04
16665,0.0,0.04
16675,0.0,0.04
16685,0.0,0.04
16695,0.0,0.04
16705,0.0,0.04
16715,0.0,0.04
16731,0.0,0.04
16746,0.0,0.04
16756,0.0,0.04
16777,0.0,0.04
16787,0.0,0.039047619047619046
16800,0.0,0.03780952380952381
16810,0.0,0.03685714285714286
16820,0.0,0.035904761904761905
16830,0.0,0.03495238095238095
16840,0.0,0.034
16852,0.0,0.032857142857142856
16862,0.0,0.03190476190476191
16872,0.0,0.030952380952380953
16882,0.0,0.03
16892,0.0,0.03
16902,0.0,0.03
16912,0.0,0.03
16922,0.0,0.03
16934,0.0,0.03
16944,0.0,0.03
16954,0.0,0.03
